{b2191b3f-2453-4d7c-a027-8babfb1c93e1} event:/ambience/dungeon/cove
{a10fef8f-3b8c-49e1-8322-5bef2d829c32} event:/char/enemy/corpse_large_vo_death
{2c8eee69-db9c-42a2-ab7c-5085c15fab0c} event:/char/enemy/corpse_large_vo_hurt
{ba420379-e2c2-44d2-ae24-09a79e5daae8} event:/char/enemy/corpse_vo_aggro
{9a67b265-d1bb-4e76-824e-f3934b69cec0} event:/char/enemy/corpse_vo_crit
{68befbf8-f3e0-4a40-a5d1-6bc182714752} event:/char/enemy/corpse_vo_death
{b6c9b078-9801-4413-af2d-1b89d987970d} event:/char/enemy/corpse_vo_hurt
{3f6d45d7-a019-4a2e-8681-e34ed28e2b50} event:/char/enemy/crone_curse_vulnerability
{1d9ba86c-e93a-4079-8bcb-8fc2b8cfa8f4} event:/char/enemy/crone_curse_vulnerability_miss
{bc974f62-b536-4ad4-97df-20e9836ac406} event:/char/enemy/crone_embrace_the_dark
{680f3e97-33cc-4182-8065-e862b76a6302} event:/char/enemy/crone_embrace_the_dark_miss
{d798d302-a225-4c29-b515-5e2dabfe8445} event:/char/enemy/crone_fetid_censer
{2dbcd81f-a8d9-4046-87b0-02cef847d5d3} event:/char/enemy/crone_fetid_censer_miss
{ab7feef1-734f-4f7d-8ba9-925752c1f46f} event:/char/enemy/crone_move
{a0da7801-1720-4736-ba28-f23d1371e84f} event:/char/enemy/crone_vo_aggro
{3706842d-4e7e-4d30-b9ed-267a4c01ee21} event:/char/enemy/crone_vo_crit
{9b23b725-edb5-40dd-a531-b4099a23df7d} event:/char/enemy/crone_vo_death
{19006c26-7a03-40de-a3b9-16c6b9078d43} event:/char/enemy/crone_vo_hurt
{63e295c9-9ede-4fb9-bb1f-db5c99022648} event:/char/enemy/crow_caw
{dd6591cd-5785-4715-b7f1-ddccf9620444} event:/char/enemy/crow_caw_miss
{fbddf38c-a73c-4ea6-b7e2-e23dec460c5b} event:/char/enemy/crow_distract
{6542fd50-f66f-4f75-800b-c4b6c418e5af} event:/char/enemy/crow_distract_miss
{b55060ee-ddb0-4d4b-b281-e3749f78d7e8} event:/char/enemy/crow_escape
{db816e2d-ac5c-4826-bc24-3e5debd283e3} event:/char/enemy/crow_flutter
{f3b23d0f-b320-42c8-b670-ddb3df946e5f} event:/char/enemy/crow_flutter_miss
{5a338cd3-a9f2-47c7-a1d3-bacb3934bfe1} event:/char/enemy/crow_move
{ced5c940-e9e9-4961-8c20-fe74320b076f} event:/char/enemy/crow_peck
{6dfaa18f-abf9-4380-9253-b00c2312ff45} event:/char/enemy/crow_peck_miss
{10d3e48c-42b0-4db0-98aa-20f5fc8d3fb1} event:/char/enemy/crow_vo_aggro
{8f4d7312-3cf9-446a-80c3-d870ad208601} event:/char/enemy/crow_vo_crit
{00f6ccc6-efc2-4815-9722-bac4f5a09e96} event:/char/enemy/crow_vo_death
{89e6e9c1-2e9d-4f36-8b08-f2f1b48beb7d} event:/char/enemy/crow_vo_hurt
{20f78ba1-2590-4959-8663-8fc3916550cb} event:/char/enemy/cultist_brawler_brawler_claw
{3e7b4321-2067-474b-854f-66c560922b52} event:/char/enemy/cultist_brawler_brawler_claw_miss
{701a931b-10bc-4619-9dea-048657a990f5} event:/char/enemy/cultist_brawler_brawler_claw_weak
{007a0522-8a18-4257-8449-aa4e9d3e36e0} event:/char/enemy/cultist_brawler_brawler_claw_weak_miss
{bbb4f3e6-1a2b-4a90-aadf-248e1bbbebd9} event:/char/enemy/cultist_brawler_move
{c634d4db-6603-4191-b50f-b411edc06d9a} event:/char/enemy/cultist_brawler_vo_aggro
{88391d9f-2a01-4758-9469-7e72c807a649} event:/char/enemy/cultist_brawler_vo_crit
{a93cbb7b-b73e-44a3-9087-0199f2577863} event:/char/enemy/cultist_brawler_vo_death
{e3839907-b7fb-4423-9702-7aa04505b6fb} event:/char/enemy/cultist_brawler_vo_hurt
{f6849c55-da8b-441b-a008-4191c56be50b} event:/char/enemy/cultist_harpy_cultist_incantation_D
{4f52478b-e4bb-4320-9941-0d75fac9389a} event:/char/enemy/cultist_harpy_cultist_incantation_D_miss
{ddad9617-6e28-46a4-a7d0-9ce1a1e23cd8} event:/char/enemy/cultist_harpy_cultist_pull_D
{3f75285b-0fb5-4c70-886a-3c2073f6c50f} event:/char/enemy/cultist_harpy_cultist_pull_D_miss
{361a44f1-cd7f-4b93-ab58-c8326481253f} event:/char/enemy/cultist_harpy_cultist_push_D
{82a74055-25ca-4985-8933-6d6a9094d1fd} event:/char/enemy/cultist_harpy_cultist_push_D_miss
{6785c4a9-7110-4cd2-9bb9-273195a7ee57} event:/char/enemy/cultist_harpy_vo_aggro
{43f00ec0-4dfb-465c-bfe4-20383dd7dee8} event:/char/enemy/cultist_harpy_vo_crit
{c178a81e-7ab6-4b77-8495-c81808d4866b} event:/char/enemy/cultist_harpy_vo_death
{f7f09728-8026-4a71-8a04-fbcfdbbae809} event:/char/enemy/cultist_harpy_vo_hurt
{12234d5d-2286-430b-b7c2-81315b621fe3} event:/char/enemy/cultist_orgiastic_move
{deb2708d-bcdf-41a0-8b19-55d3a1da1da8} event:/char/enemy/cultist_orgiastic_orgiastic_guard
{a45a393c-46cc-4dc9-ae92-ea7bfe8570f9} event:/char/enemy/cultist_orgiastic_orgiastic_heal
{94393ef2-54dc-4315-8799-132e75dcca96} event:/char/enemy/cultist_orgiastic_vo_aggro
{0fc6dacd-817b-4183-88d8-b0cdf832be6f} event:/char/enemy/cultist_orgiastic_vo_crit
{2baa296e-d9fd-4670-890c-260b1731e068} event:/char/enemy/cultist_orgiastic_vo_death
{bbe68a17-658b-4194-8068-213160e137c9} event:/char/enemy/cultist_orgiastic_vo_hurt
{d79208ca-72e5-4e46-86a1-98c81e7a64f3} event:/char/enemy/cultist_shrouded_move
{235f923e-168e-4c97-ad26-a751778b4545} event:/char/enemy/cultist_shrouded_shrouded_melee
{6ef8a38d-2b67-4957-8def-a20f29b1b27b} event:/char/enemy/cultist_shrouded_shrouded_melee_miss
{4968fa17-f262-405e-acf8-dded77b9b7da} event:/char/enemy/cultist_shrouded_shrouded_ranged
{27807cc6-d073-4275-941b-959eebed76b9} event:/char/enemy/cultist_shrouded_shrouded_ranged_miss
{68c6875a-9fc5-495f-8701-6cfbe00bc8cc} event:/char/enemy/cultist_shrouded_vo_aggro
{edf4d610-4cd6-4c8a-9c8f-33366fe4b2b7} event:/char/enemy/cultist_shrouded_vo_crit
{9768f6ad-66c6-4fa4-a91d-1136d790e35d} event:/char/enemy/cultist_shrouded_vo_death
{d942138d-fdf8-4e36-8d68-45f064d33f99} event:/char/enemy/cultist_shrouded_vo_hurt
{1c80b1c0-a487-4529-b9e2-e2ab44f2e8e7} event:/char/enemy/cultist_warlord_brawler_claw_D
{5a1f354e-0de7-4f5c-b499-6a8d42af0333} event:/char/enemy/cultist_warlord_brawler_claw_D_miss
{542cda62-6abd-4141-802d-4aee70a7a562} event:/char/enemy/cultist_warlord_brawler_claw_weak
{b6641f13-39ae-4d7d-9df5-7009a357bd38} event:/char/enemy/cultist_warlord_brawler_claw_weak_miss
{1d3ccc3e-06fd-43aa-9a0c-8f5067a06cb6} event:/char/enemy/cultist_warlord_vo_aggro
{f2709436-b8e9-4438-8331-1b69fd71f789} event:/char/enemy/cultist_warlord_vo_crit
{ebbb5da1-16f7-4679-810a-6c78ce6ad2e9} event:/char/enemy/cultist_warlord_vo_death
{54462fc4-ab97-41f9-9e84-b656c6abd2f2} event:/char/enemy/cultist_warlord_vo_hurt
{0c7bb9af-dde4-48d6-86ad-54f1047ade42} event:/char/enemy/cultist_witch_cultist_incantation
{e11830d2-0bf4-411d-92bf-9947c4f7e583} event:/char/enemy/cultist_witch_cultist_incantation_miss
{3fc09399-6397-4a4e-93e8-c44453a6aae7} event:/char/enemy/cultist_witch_cultist_pull
{3fba9f05-86e7-4b51-bfbd-39ddf2e869d4} event:/char/enemy/cultist_witch_cultist_pull_miss
{04432de2-5bd7-41d2-978b-7805fd63e359} event:/char/enemy/cultist_witch_cultist_push
{26cd04a6-90ab-413a-abac-5a6a5469145f} event:/char/enemy/cultist_witch_cultist_push_miss
{c07dcc55-7ea0-45ee-a128-5054d9fabbb1} event:/char/enemy/cultist_witch_move
{dd039f46-2297-4b34-bc6c-8834b5287911} event:/char/enemy/cultist_witch_vo_aggro
{c80826b7-0e9f-46a8-8b77-3e2b6f5c4b39} event:/char/enemy/cultist_witch_vo_crit
{2a446983-c311-4862-be05-597a1d09310b} event:/char/enemy/cultist_witch_vo_death
{6fcafeae-8088-4671-b895-97bbf13efa2a} event:/char/enemy/cultist_witch_vo_hurt
{585d439c-968d-401f-9c43-f24b0e44d3bb} event:/char/enemy/cyst_beholder_burn
{be10fbbf-016b-4a49-a245-c173677baf65} event:/char/enemy/cyst_beholder_burn_miss
{141bae20-2b4a-4538-b1ef-bf44619e418b} event:/char/enemy/cyst_beholder_gaze
{3fc20da8-e694-4b3e-8a91-ca57bdfb85d9} event:/char/enemy/cyst_beholder_gaze_miss
{9e722c21-e321-44b3-8782-7bbfb0332d06} event:/char/enemy/cyst_beholder_healself
{1e29e209-a19e-48f0-9552-6e6a9d826f73} event:/char/enemy/cyst_beholder_summon
{1d54546b-a7b8-4ec3-b374-1e31a20337bf} event:/char/enemy/cyst_move
{3a2d87d8-d624-46ec-a58e-a0fd84ad2bd7} event:/char/enemy/cyst_vo_aggro
{cd8bb206-a8f7-4849-84bd-2e415cf3ef00} event:/char/enemy/cyst_vo_crit
{d1abd1ca-549a-48c2-ab44-26199e4a6ac5} event:/char/enemy/cyst_vo_death
{3df0f887-6025-40ed-bebf-f0678ac283b9} event:/char/enemy/cyst_vo_hurt
{aad4cf6d-d196-4f7a-8584-b6f3ad04ba95} event:/char/enemy/drowned_anchor_anchor_grapple
{39480069-7915-42fd-8976-75db21e2c07b} event:/char/enemy/drowned_anchor_anchor_grapple_miss
{56d89dc8-449a-40c4-918f-cae8601f03a2} event:/char/enemy/drowned_anchor_move
{be85072f-9eb1-4d5d-90cd-c677b36e98b1} event:/char/enemy/drowned_anchor_vo_aggro
{1cddd005-f840-4158-97ad-f7a3466e5f35} event:/char/enemy/drowned_anchor_vo_crit
{6ecc86e5-1376-4f62-beaa-2353ffcc136c} event:/char/enemy/drowned_anchor_vo_death
{7e594edd-19a0-42ee-a4e8-0332fb02d9b7} event:/char/enemy/drowned_anchor_vo_hurt
{a57763ed-b805-4308-98fe-ea7d390dae76} event:/char/enemy/drowned_anchored_captor_full_action
{39cd6dc9-ed63-4bd6-a532-106266839309} event:/char/enemy/drowned_anchored_capture_fade_in
{b630da37-23b4-4780-aa71-033f38f160fe} event:/char/enemy/drowned_anchored_capture_fade_out
{f8fb7f82-8577-4f86-8e3c-9561f4faf3db} event:/char/enemy/drowned_anchored_capture_loop
{5ce5546b-db1c-48a6-adfa-d51758b778e7} event:/char/enemy/drowned_anchored_move
{8e6c0320-408a-4b03-8f02-3c10c8aafb3c} event:/char/enemy/drowned_anchored_vo_aggro
{a299fe0b-7b4b-418e-9aff-e284ad85b647} event:/char/enemy/drowned_anchored_vo_crit
{c9904c7d-fd3a-4969-aff4-d59ae0b38423} event:/char/enemy/drowned_anchored_vo_death
{0bd97a81-cac2-4944-ad65-67bb70365566} event:/char/enemy/drowned_anchored_vo_hurt
{8be42e31-973a-4bb8-9f0b-c6c9a9c13e0f} event:/char/enemy/drowned_anchored_vo_release
{9db5ad9f-0c7d-4467-bb2d-19dcb7963f75} event:/char/enemy/drowned_captain_all_hands
{1e87ba69-0941-485a-aa90-d880307d9008} event:/char/enemy/drowned_captain_all_hands_miss
{b10a5b7c-ff95-4812-aea8-b8d53a0a3674} event:/char/enemy/drowned_captain_captain_shout
{bf008c68-26ac-4fb5-9ae5-bda3928cfb69} event:/char/enemy/drowned_captain_captain_shout_debuff
{82c5dee1-8906-49fc-9f88-ecef420977ac} event:/char/enemy/drowned_captain_captain_shout_debuff_miss
{7bbb5eb5-f165-4c65-9848-3923095c6566} event:/char/enemy/drowned_captain_captain_shout_miss
{665fe8f8-9d69-46c2-91e2-a1f596435220} event:/char/enemy/drowned_captain_gaffer_hook
{f70f4cfd-155d-40b6-b680-355714178cca} event:/char/enemy/drowned_captain_gaffer_hook_miss
{4691050f-73bc-4503-9ac1-e71bf5f57287} event:/char/enemy/drowned_captain_move
{20951450-ef41-47b4-a9ff-e441672c7868} event:/char/enemy/drowned_captain_vo_aggro
{cfcaffa8-f467-4111-8fa0-9e42b088e64b} event:/char/enemy/drowned_captain_vo_crit
{f886f857-d4e1-4058-85bf-53c21b25d5aa} event:/char/enemy/drowned_captain_vo_death
{5322b166-23b0-4355-ad4d-2f7127b612d2} event:/char/enemy/drowned_captain_vo_hurt
{89c2ce2c-8e39-4166-a121-2b768cafa9af} event:/char/enemy/drowned_pirate_maddening_shanty
{15e9613e-7d4f-4e00-8f0d-a9e45b19aeae} event:/char/enemy/drowned_pirate_maddening_shanty_miss
{6607e584-8072-4793-a4e4-adc3cb37a704} event:/char/enemy/drowned_pirate_move
{e994b9f6-9623-4da7-a06c-42479aaae6d2} event:/char/enemy/drowned_pirate_offkilter_jig
{8e8bb426-d26b-45a8-a5b3-d54c9bd1d091} event:/char/enemy/drowned_pirate_offkilter_jig_miss
{75908d23-5fb3-4593-a4d6-40652d9847ba} event:/char/enemy/drowned_pirate_vo_aggro
{01fd9e65-f7a4-4e28-99b9-2d827efb0f77} event:/char/enemy/drowned_pirate_vo_crit
{b8b2dbb1-c30b-4d61-9855-e83dcc34cc9d} event:/char/enemy/drowned_pirate_vo_death
{c42e435a-9f5e-453b-8d30-b60a01f9a20d} event:/char/enemy/drowned_pirate_vo_hurt
{56174f6f-4344-4a67-aba2-749262c85c38} event:/char/enemy/ectoplasm_large_move
{28e7348f-18a0-49ae-994b-0d4c6e8d773d} event:/char/enemy/ectoplasm_large_slime_lg
{4b89e03e-20a0-40c7-9274-f00891e2b810} event:/char/enemy/ectoplasm_large_slime_lg_miss
{777a413b-c68e-4b94-a3d7-bde05f18f6c7} event:/char/enemy/ectoplasm_large_slime_stun
{423cda00-20e9-4eb1-b29e-f8d0d527dba4} event:/char/enemy/ectoplasm_large_slime_stun_miss
{3c364972-7968-4ecb-bda8-c3fe680577a9} event:/char/enemy/ectoplasm_large_summon_little_slime
{41e640d0-735e-4745-9203-1a09603a7366} event:/char/enemy/ectoplasm_large_summon_little_slime_miss
{5ca72e3b-60ba-452c-8fcf-5ae886e98ab2} event:/char/enemy/ectoplasm_large_vo_aggro
{a490c9cd-1d44-4b71-ae58-da3260dfb20d} event:/char/enemy/ectoplasm_large_vo_crit
{7872c8a3-bf14-41dc-bfaa-7eef4af06873} event:/char/enemy/ectoplasm_large_vo_death
{26d3dd31-9770-4145-9572-b390a418737d} event:/char/enemy/ectoplasm_large_vo_hurt
{e8867c3a-5d11-4e6b-b0a4-c8049d040e1b} event:/char/enemy/ectoplasm_move
{61264666-21e8-4f7c-884a-e6673abc208b} event:/char/enemy/ectoplasm_slime
{6bf2d778-2a5b-4ca0-89bd-8834e1a4cd23} event:/char/enemy/ectoplasm_slime_miss
{6a7d9a2f-6df3-432c-a36a-2ba1799e9ded} event:/char/enemy/ectoplasm_summon_big_slime
{e742f54e-f440-41bb-8ea3-a9fbfd0da36c} event:/char/enemy/ectoplasm_summon_big_slime_miss
{56c6e4b1-523e-4269-92c6-c2a18f47e360} event:/char/enemy/ectoplasm_summon_slime
{5b916d42-922f-479a-9745-5ff78bdc8e59} event:/char/enemy/ectoplasm_summon_slime_miss
{57fd7941-dc0c-46b6-9190-4288b4af4205} event:/char/enemy/ectoplasm_vo_aggro
{856f9276-a814-4aea-8085-7da89f16a849} event:/char/enemy/ectoplasm_vo_crit
{dd070d17-c427-4fa4-9837-40190edff12f} event:/char/enemy/ectoplasm_vo_death
{33b54f56-ca9d-4b8f-b683-eac3531fc7ee} event:/char/enemy/ectoplasm_vo_hurt
{5d522c52-454e-4b43-b4b8-ee45aff8ca4d} event:/char/enemy/errant_flesh_bat_errant_cough
{90aa08ac-1cc1-43f2-bad1-71608346c9dc} event:/char/enemy/errant_flesh_bat_errant_cough_miss
{9483b178-e5ad-4dee-bed8-2d693fea4dc1} event:/char/enemy/errant_flesh_bat_errant_push
{a28718bb-8e06-4f4f-ad67-5e9999eac123} event:/char/enemy/errant_flesh_bat_errant_push_miss
{40e99d5b-20e3-4bca-a3a0-feab18f2a4be} event:/char/enemy/errant_flesh_bat_errant_spit
{40173ab5-4928-4457-97e4-a4c93ffbafac} event:/char/enemy/errant_flesh_bat_errant_spit_miss
{268a21e5-94b8-466b-9192-eb62cb20eb25} event:/char/enemy/errant_flesh_bat_move
{b2d4a99e-af62-4c46-9c25-74492e32ea4c} event:/char/enemy/errant_flesh_bat_vo_aggro
{c076bb82-b292-4f4c-a390-e37d5761f8da} event:/char/enemy/errant_flesh_bat_vo_crit
{6427ece7-f691-45bf-bdfd-a5251cd0af65} event:/char/enemy/errant_flesh_bat_vo_death
{e2298571-19e8-4b18-aaf1-86dadfbb377e} event:/char/enemy/errant_flesh_bat_vo_hurt
{05bf0217-050f-4c5b-915c-d2c8283c3008} event:/char/enemy/errant_flesh_dog_errant_bite
{1be638da-0651-450d-9d0b-5177207822a5} event:/char/enemy/errant_flesh_dog_errant_bite_miss
{9820f921-a09a-4312-b9db-db27bc216d3c} event:/char/enemy/errant_flesh_dog_errant_nip
{ff7a4576-6bb7-418e-b58a-428b1020c213} event:/char/enemy/errant_flesh_dog_errant_nip_miss
{2c818c5a-29fd-4657-b742-2a5b9e03bdfc} event:/char/enemy/errant_flesh_dog_errant_pull
{bda545b0-58f2-4fc3-aad4-46522277c94b} event:/char/enemy/errant_flesh_dog_errant_pull_miss
{6f0ed8db-65f2-4ad2-8ba0-87374f3c1dc1} event:/char/enemy/errant_flesh_dog_move
{197a855a-d250-4cc0-b8e0-175aa49a576c} event:/char/enemy/errant_flesh_dog_vo_aggro
{9aa46e61-ae55-4949-bc34-d5356fb66e36} event:/char/enemy/errant_flesh_dog_vo_crit
{07d50f01-56e9-4fef-a4b7-95794ab05846} event:/char/enemy/errant_flesh_dog_vo_death
{e40cec1e-f2f2-4e61-a499-c7b8c2e9c05d} event:/char/enemy/errant_flesh_dog_vo_hurt
{79cff059-7f5b-4ceb-82d5-ea52605ddf7b} event:/char/enemy/fishman_crabby_move
{518a453e-ed9b-4eb7-8fa6-faf36fd70d5b} event:/char/enemy/fishman_crabby_pincer_smack
{eae010de-5fd5-4987-8176-b93db311a006} event:/char/enemy/fishman_crabby_pincer_smack_miss
{d8f8a843-957c-448d-9db6-95cbce842711} event:/char/enemy/fishman_crabby_the_pinch
{503c6d91-c545-4b00-8e48-a908acdaeebe} event:/char/enemy/fishman_crabby_the_pinch_miss
{e3cd221d-876b-444b-bb9a-5277f8306415} event:/char/enemy/fishman_crabby_vo_aggro
{de328c37-0d6f-44ea-9b9a-985ce0c26ca1} event:/char/enemy/fishman_crabby_vo_crit
{32b17ea4-6302-46b5-af55-e6a74896b333} event:/char/enemy/fishman_crabby_vo_death
{e4f7963e-1f3a-4e18-9a89-81783e428bfc} event:/char/enemy/fishman_crabby_vo_hurt
{57331a51-c85a-493b-ae1f-77b7e86033bb} event:/char/enemy/fishman_harpoon_fish_cutlass
{332c8b9e-c313-45c6-bc7a-1cfef15737b0} event:/char/enemy/fishman_harpoon_fish_cutlass_miss
{a30777cd-a211-456b-b440-41ce45fde867} event:/char/enemy/fishman_harpoon_fish_harpoon
{f745a874-53cd-4a80-9fc9-25e7b25ec1a6} event:/char/enemy/fishman_harpoon_fish_harpoon_miss
{11d92207-2c1e-49bc-8918-345727ed8993} event:/char/enemy/fishman_harpoon_move
{cc2076f3-f4d1-43a7-a18f-4d8cbecfd8b8} event:/char/enemy/fishman_harpoon_vo_aggro
{57866bf5-025b-4b90-9bca-2e2da578a69d} event:/char/enemy/fishman_harpoon_vo_crit
{3f6f3998-2d85-4ae2-93f4-19dde9a116ca} event:/char/enemy/fishman_harpoon_vo_death
{bd15151f-7add-4583-b639-94236e9b4050} event:/char/enemy/fishman_harpoon_vo_hurt
{d26c8589-52e5-42c5-b691-65e65b93f731} event:/char/enemy/fishman_shaman_call_of_the_deep
{4c3c63b7-d15a-4d3e-8b4f-4d6c196b9dfe} event:/char/enemy/fishman_shaman_call_of_the_deep_miss
{5c9b11b1-8588-4f72-bfbc-f1b38118e121} event:/char/enemy/fishman_shaman_fish_stresscast
{6f2486f5-66ef-4a10-9629-92d320ea612b} event:/char/enemy/fishman_shaman_fish_stresscast_miss
{76cdb56e-fe5c-4d9f-bbd4-d5b1715cc7eb} event:/char/enemy/fishman_shaman_move
{bad80e3a-9f89-43a8-884d-0aab97f3756c} event:/char/enemy/fishman_shaman_shaman_heal
{17105bec-d988-4121-9147-06d2a4007bf3} event:/char/enemy/fishman_shaman_shaman_heal_miss
{a314792c-8d5b-499b-b179-e361ec73cc38} event:/char/enemy/fishman_shaman_shaman_stab
{b2b61051-3c13-4a90-b362-64dbfe9ce348} event:/char/enemy/fishman_shaman_shaman_stab_miss
{1ab660f7-65ea-425a-9bf9-e893e1300873} event:/char/enemy/fishman_shaman_vo_aggro
{ae4df9bd-74cb-4aa3-9a93-cb3b7a15792e} event:/char/enemy/fishman_shaman_vo_crit
{7e84529b-74e5-48a4-bd97-2d0c6c7ba802} event:/char/enemy/fishman_shaman_vo_death
{2c69d767-4855-4d65-8999-0bc3bbc8bfcc} event:/char/enemy/fishman_shaman_vo_hurt
{29fbae3b-9084-4e7a-baf7-595481cc97b0} event:/char/enemy/formless_guard_formless_guard_attack
{36db4cf7-d0a1-4b15-a2d0-b0dceb82791e} event:/char/enemy/formless_guard_formless_guard_attack_miss
{6d66764a-7ef9-4615-b560-4bdf37b87be0} event:/char/enemy/formless_guard_move
{273831a6-eb6c-45c5-9954-4fcdc89c40cf} event:/char/enemy/formless_guard_mutate_from
{d7eaa5b4-d75b-4880-9e67-3514fcdc5935} event:/char/enemy/formless_guard_vo_aggro
{b69e6a0d-a37e-44b1-9fd5-3db5fe90e7ff} event:/char/enemy/formless_guard_vo_crit
{2e0c6b26-ee01-42a0-bf4f-c0ed4428f9d3} event:/char/enemy/formless_guard_vo_death
{a164098f-84ba-44ae-84bd-c22fcbb25f48} event:/char/enemy/formless_guard_vo_hurt
{3b855fd0-2e38-46d7-a3ab-bc9fcc4e09f9} event:/char/enemy/formless_melee_formless_melee_attack
{234f6f87-acbc-476a-8d09-27630dc6d8eb} event:/char/enemy/formless_melee_formless_melee_attack_miss
{f33594d0-e7da-412b-8ffb-fabfda9b7239} event:/char/enemy/formless_melee_move
{e0b21eb7-e4ae-4d66-bd4d-524654434ddd} event:/char/enemy/formless_melee_mutate_from
{def3c746-1dd6-4006-94c7-a46eb6e74fef} event:/char/enemy/formless_melee_vo_aggro
{23150170-592c-4a3b-9857-1293ec6396db} event:/char/enemy/formless_melee_vo_crit
{038d3731-9da6-41ca-bbe8-a964b75c928a} event:/char/enemy/formless_melee_vo_death
{cdb9998e-dfa7-4f0a-afa6-031806fab503} event:/char/enemy/formless_melee_vo_hurt
{bae0cad8-ed6d-4c64-a370-3293a9f7907a} event:/char/enemy/formless_ranged_formless_ranged_attack
{7f255460-4fb9-49a1-ab18-fa94fff42521} event:/char/enemy/formless_ranged_formless_ranged_attack_miss
{37f8c999-b28e-4d34-bf5d-b166d00291ef} event:/char/enemy/formless_ranged_move
{8456e13d-bf1d-4646-9f21-81b500fbeeb2} event:/char/enemy/formless_ranged_mutate_from
{45010f73-7cb0-4eac-9193-bb5c8bb657af} event:/char/enemy/formless_ranged_vo_aggro
{1450ea56-2498-47c6-95fe-bf01ed22afc3} event:/char/enemy/formless_ranged_vo_crit
{6250543d-67f8-47d5-a4a2-217381100d9b} event:/char/enemy/formless_ranged_vo_death
{618e6e9d-5d6c-4a2b-a8d8-45877e50cff2} event:/char/enemy/formless_ranged_vo_hurt
{d71a9e94-4024-42fd-a519-404ed90c20ca} event:/char/enemy/formless_weak_formless_weak_heal
{ce4bffcc-c7d0-4950-9f73-2ff3564c270b} event:/char/enemy/formless_weak_formless_weak_heal_miss
{de58d739-9409-4078-a801-57d9ed45d377} event:/char/enemy/formless_weak_move
{d8d36540-82df-493b-98e5-ce47ee3beafe} event:/char/enemy/formless_weak_mutate_from
{b3fe6670-21fd-4fd3-aaaa-4312ee0dfd46} event:/char/enemy/formless_weak_vo_aggro
{844168dd-5558-43b6-9335-bf971517a6fa} event:/char/enemy/formless_weak_vo_crit
{997a43a3-b181-48b9-b8c8-8188060014d5} event:/char/enemy/formless_weak_vo_death
{4019e82e-75d0-47a6-9cff-3699942b9544} event:/char/enemy/formless_weak_vo_hurt
{101b737a-b52f-4366-ace8-e09e0e454748} event:/char/enemy/fungal_artillery_artillery_blight
{e22fae98-51f4-4227-9337-9cdf32bc84c0} event:/char/enemy/fungal_artillery_artillery_blight_miss
{49640c56-27a5-4b88-918c-33aa954e78c9} event:/char/enemy/fungal_artillery_artillery_tag
{f4480101-bcbd-48ee-9efc-5f1d6d849f65} event:/char/enemy/fungal_artillery_artillery_tag_miss
{df4543a4-de9d-41e2-b716-91befc84d8ba} event:/char/enemy/fungal_artillery_escape_cloud
{15bd855f-a103-4c3c-a1fc-7cae4c42bc11} event:/char/enemy/fungal_artillery_escape_cloud_miss
{23aea01c-2fa6-4116-9516-a3f1ce7ee54e} event:/char/enemy/fungal_artillery_move
{2239a16e-287b-45f1-8766-48c6330828f6} event:/char/enemy/fungal_artillery_vo_aggro
{3475f43d-bac7-4368-9e6c-689ebcec3230} event:/char/enemy/fungal_artillery_vo_crit
{afd13564-b5ac-4eba-905e-ad29e49a2dd9} event:/char/enemy/fungal_artillery_vo_death
{b0826e69-68fb-41a3-a687-b3f89799345e} event:/char/enemy/fungal_artillery_vo_hurt
{40521041-aaaa-43ec-aee5-9fe450c04a76} event:/char/enemy/fungal_bloat_fierce_swipe
{78882a5e-0b4a-4ee9-8ab2-8302dc314e35} event:/char/enemy/fungal_bloat_fierce_swipe_miss
{1bb05f06-a132-42d3-a965-08b9f253184b} event:/char/enemy/fungal_bloat_groping_swipe
{545498fe-a480-438c-be88-500334bd21b5} event:/char/enemy/fungal_bloat_groping_swipe_miss
{dc89d2d3-935d-4d0b-bc30-fa5c15a15373} event:/char/enemy/fungal_bloat_groping_swipe_weak
{8968d251-4800-4c24-9102-5556e98e84eb} event:/char/enemy/fungal_bloat_groping_swipe_weak_miss
{5426e9fa-2dd6-43ac-a40c-2ac79217cdb3} event:/char/enemy/fungal_bloat_move
{61f9ddad-f752-4c19-a9b5-801b3b83d018} event:/char/enemy/fungal_bloat_vo_aggro
{5e894d85-7718-4773-90ed-a5eb38335f5f} event:/char/enemy/fungal_bloat_vo_crit
{42771e5f-b124-4d4f-9cf7-7c7b289cf59f} event:/char/enemy/fungal_bloat_vo_death
{c738b0f8-7e5d-4f07-a9e5-45cc7e444d78} event:/char/enemy/fungal_bloat_vo_hurt
{c58d958c-78d2-48ca-854b-ceaec3527bd2} event:/char/enemy/gargoyle_claw_flurry
{19974e39-b9bd-4e47-b485-dcfe0762ccc1} event:/char/enemy/gargoyle_claw_flurry_miss
{feadb48e-998d-4d0c-8bef-3d09024920ba} event:/char/enemy/gargoyle_move
{d39ea744-3b6d-4474-9dd0-caf536e7130c} event:/char/enemy/gargoyle_tail_whip
{6ba36e37-d31b-4380-a589-a4e76f218e53} event:/char/enemy/gargoyle_tail_whip_miss
{0d276e02-c2f3-4483-b59a-ddcb12a24ec7} event:/char/enemy/gargoyle_vo_aggro
{43d29b22-83ab-45af-a66e-4af149d8f875} event:/char/enemy/gargoyle_vo_crit
